"State","Year","Type_code","Type","Gender","Age_group","Total"
"Karnataka",2012,"Professional_Profile","Farming/Agriculture Activity","Female","45-59",100
"Karnataka",2012,"Professional_Profile","Service (Government)","Female","45-59",2
"Karnataka",2012,"Professional_Profile","Service (Private)","Female","45-59",40
"Karnataka",2012,"Professional_Profile","Farming/Agriculture Activity","Male","45-59",482
"Karnataka",2012,"Professional_Profile","Others (Please Specify)","Male","45-59",655
"Karnataka",2012,"Professional_Profile","Retired Person","Male","45-59",28
"Karnataka",2012,"Professional_Profile","Service (Government)","Male","45-59",78
"Karnataka",2012,"Professional_Profile","Public Sector Undertaking","Male","45-59",70
"Karnataka",2012,"Professional_Profile","House Wife","Male","45-59",0
"Karnataka",2012,"Professional_Profile","Student","Male","45-59",0
"Karnataka",2012,"Professional_Profile","Others (Please Specify)","Male","45-59",288
"Karnataka",2012,"Professional_Profile","Self-employed (Business activity)","Male","45-59",189
"Karnataka",2012,"Professional_Profile","Unemployed","Male","45-59",134
"Karnataka",2012,"Professional_Profile","Professional Activity","Male","45-59",83
"Karnataka",2012,"Professional_Profile","Service (Private)","Male","45-59",233
"Karnataka",2012,"Professional_Profile","Professional Activity","Female","60+",2
"Karnataka",2012,"Professional_Profile","Others (Please Specify)","Female","60+",24
"Karnataka",2012,"Professional_Profile","Self-employed (Business activity)","Female","60+",0
"Karnataka",2012,"Professional_Profile","Farming/Agriculture Activity","Female","60+",22
"Karnataka",2012,"Professional_Profile","Others (Please Specify)","Female","60+",42
"Karnataka",2012,"Professional_Profile","House Wife","Female","60+",159
"Karnataka",2012,"Professional_Profile","Unemployed","Female","60+",6
"Karnataka",2012,"Professional_Profile","Service (Private)","Female","60+",9
"Karnataka",2012,"Professional_Profile","Service (Government)","Female","60+",0
"Karnataka",2012,"Professional_Profile","Public Sector Undertaking","Female","60+",1
"Karnataka",2012,"Professional_Profile","Retired Person","Female","60+",8
"Karnataka",2012,"Professional_Profile","Student","Female","60+",1
"Karnataka",2012,"Professional_Profile","Self-employed (Business activity)","Male","60+",69
"Karnataka",2012,"Professional_Profile","Professional Activity","Male","60+",29
"Karnataka",2012,"Professional_Profile","Retired Person","Male","60+",31
"Karnataka",2012,"Professional_Profile","House Wife","Male","60+",0
"Karnataka",2012,"Professional_Profile","Unemployed","Male","60+",34
"Karnataka",2012,"Professional_Profile","Public Sector Undertaking","Male","60+",15
"Karnataka",2012,"Professional_Profile","Farming/Agriculture Activity","Male","60+",191
"Karnataka",2012,"Professional_Profile","Service (Private)","Male","60+",37
"Karnataka",2012,"Professional_Profile","Others (Please Specify)","Male","60+",260
"Karnataka",2012,"Professional_Profile","Service (Government)","Male","60+",4
"Karnataka",2012,"Professional_Profile","Others (Please Specify)","Male","60+",93
"Karnataka",2012,"Professional_Profile","Student","Male","60+",0
"Karnataka",2012,"Social_Status","Widowed/Widower","Female","0-100+",133
"Karnataka",2012,"Social_Status","Married","Female","0-100+",2920
"Karnataka",2012,"Social_Status","Divorcee","Female","0-100+",13
"Karnataka",2012,"Social_Status","Never Married","Female","0-100+",1032
"Karnataka",2012,"Social_Status","Seperated","Female","0-100+",59
"Karnataka",2012,"Social_Status","Seperated","Male","0-100+",215
"Karnataka",2012,"Social_Status","Married","Male","0-100+",6216
"Karnataka",2012,"Social_Status","Never Married","Male","0-100+",1968
"Karnataka",2012,"Social_Status","Widowed/Widower","Male","0-100+",180
"Karnataka",2012,"Social_Status","Divorcee","Male","0-100+",17
"Kerala",2012,"Causes","Illegitimate Pregnancy","Female","0-14",0
"Kerala",2012,"Causes","Drug Abuse/Addiction","Female","0-14",0
"Kerala",2012,"Causes","Ideological Causes/Hero Worshipping","Female","0-14",0
"Kerala",2012,"Causes","Professional/Career Problem","Female","0-14",1
"Kerala",2012,"Causes","Paralysis","Female","0-14",0
"Kerala",2012,"Causes","Death of Dear Person","Female","0-14",1
"Kerala",2012,"Causes","Fall in Social Reputation","Female","0-14",0
"Kerala",2012,"Causes","Bankruptcy or Sudden change in Economic","Female","0-14",0
"Kerala",2012,"Causes","Cancer","Female","0-14",0
"Kerala",2012,"Causes","Other Causes (Please Specity)","Female","0-14",3
"Kerala",2012,"Causes","Failure in Examination","Female","0-14",5
"Kerala",2012,"Causes","Property Dispute","Female","0-14",0
"Kerala",2012,"Causes","Insanity/Mental Illness","Female","0-14",1
"Kerala",2012,"Causes","Illness (Aids/STD)","Female","0-14",0
"Kerala",2012,"Causes","Divorce","Female","0-14",0
"Kerala",2012,"Causes","Suspected/Illicit Relation","Female","0-14",0
"Kerala",2012,"Causes","Family Problems","Female","0-14",14
"Kerala",2012,"Causes","Other Prolonged Illness","Female","0-14",0
"Kerala",2012,"Causes","Causes Not known","Female","0-14",4
"Kerala",2012,"Causes","Dowry Dispute","Female","0-14",1
"Kerala",2012,"Causes","Not having Children(Barrenness/Impotency","Female","0-14",0
"Kerala",2012,"Causes","Unemployment","Female","0-14",0
"Kerala",2012,"Causes","Love Affairs","Female","0-14",0
"Kerala",2012,"Causes","Cancellation/Non-Settlement of Marriage","Female","0-14",0
"Kerala",2012,"Causes","Physical Abuse (Rape/Incest Etc.)","Female","0-14",0
"Kerala",2012,"Causes","Poverty","Female","0-14",0
"Kerala",2012,"Causes","Love Affairs","Male","0-14",0
"Kerala",2012,"Causes","Family Problems","Male","0-14",18
"Kerala",2012,"Causes","Dowry Dispute","Male","0-14",0
"Kerala",2012,"Causes","Ideological Causes/Hero Worshipping","Male","0-14",0
"Kerala",2012,"Causes","Illness (Aids/STD)","Male","0-14",0
"Kerala",2012,"Causes","Death of Dear Person","Male","0-14",0
"Kerala",2012,"Causes","Drug Abuse/Addiction","Male","0-14",0
"Kerala",2012,"Causes","Poverty","Male","0-14",0
"Kerala",2012,"Causes","Professional/Career Problem","Male","0-14",0
"Kerala",2012,"Causes","Property Dispute","Male","0-14",0
"Kerala",2012,"Causes","Failure in Examination","Male","0-14",3
"Kerala",2012,"Causes","Other Prolonged Illness","Male","0-14",1
"Kerala",2012,"Causes","Causes Not known","Male","0-14",8
"Kerala",2012,"Causes","Fall in Social Reputation","Male","0-14",0
"Kerala",2012,"Causes","Unemployment","Male","0-14",0
"Kerala",2012,"Causes","Cancer","Male","0-14",0
"Kerala",2012,"Causes","Divorce","Male","0-14",0
"Kerala",2012,"Causes","Not having Children(Barrenness/Impotency","Male","0-14",0
"Kerala",2012,"Causes","Suspected/Illicit Relation","Male","0-14",0
"Kerala",2012,"Causes","Bankruptcy or Sudden change in Economic","Male","0-14",0
"Kerala",2012,"Causes","Illegitimate Pregnancy","Male","0-14",0
"Kerala",2012,"Causes","Insanity/Mental Illness","Male","0-14",1
"Kerala",2012,"Causes","Other Causes (Please Specity)","Male","0-14",0
"Kerala",2012,"Causes","Paralysis","Male","0-14",0
"Kerala",2012,"Causes","Cancellation/Non-Settlement of Marriage","Male","0-14",0
"Kerala",2012,"Causes","Physical Abuse (Rape/Incest Etc.)","Male","0-14",0
"Kerala",2012,"Causes","Suspected/Illicit Relation","Female","15-29",4
"Kerala",2012,"Causes","Cancer","Female","15-29",0
"Kerala",2012,"Causes","Death of Dear Person","Female","15-29",10
"Kerala",2012,"Causes","Family Problems","Female","15-29",239
"Kerala",2012,"Causes","Professional/Career Problem","Female","15-29",1
"Kerala",2012,"Causes","Bankruptcy or Sudden change in Economic","Female","15-29",0
"Kerala",2012,"Causes","Causes Not known","Female","15-29",85
"Kerala",2012,"Causes","Illness (Aids/STD)","Female","15-29",0
"Kerala",2012,"Causes","Property Dispute","Female","15-29",0
"Kerala",2012,"Causes","Paralysis","Female","15-29",1
"Kerala",2012,"Causes","Unemployment","Female","15-29",1
"Kerala",2012,"Causes","Illegitimate Pregnancy","Female","15-29",4
"Kerala",2012,"Causes","Insanity/Mental Illness","Female","15-29",72
"Kerala",2012,"Causes","Other Prolonged Illness","Female","15-29",21
"Kerala",2012,"Causes","Ideological Causes/Hero Worshipping","Female","15-29",0
"Kerala",2012,"Causes","Not having Children(Barrenness/Impotency","Female","15-29",2
"Kerala",2012,"Causes","Love Affairs","Female","15-29",47
"Kerala",2012,"Causes","Fall in Social Reputation","Female","15-29",0
"Kerala",2012,"Causes","Poverty","Female","15-29",0
"Kerala",2012,"Causes","Divorce","Female","15-29",3
"Kerala",2012,"Causes","Drug Abuse/Addiction","Female","15-29",0
"Kerala",2012,"Causes","Failure in Examination","Female","15-29",21
"Kerala",2012,"Causes","Physical Abuse (Rape/Incest Etc.)","Female","15-29",0
"Kerala",2012,"Causes","Cancellation/Non-Settlement of Marriage","Female","15-29",9
"Kerala",2012,"Causes","Other Causes (Please Specity)","Female","15-29",30
"Kerala",2012,"Causes","Dowry Dispute","Female","15-29",24
"Kerala",2012,"Causes","Dowry Dispute","Male","15-29",0
"Kerala",2012,"Causes","Ideological Causes/Hero Worshipping","Male","15-29",0
"Kerala",2012,"Causes","Insanity/Mental Illness","Male","15-29",118
"Kerala",2012,"Causes","Other Prolonged Illness","Male","15-29",42
"Kerala",2012,"Causes","Other Causes (Please Specity)","Male","15-29",54
"Kerala",2012,"Causes","Family Problems","Male","15-29",412
"Kerala",2012,"Causes","Not having Children(Barrenness/Impotency","Male","15-29",0
"Kerala",2012,"Causes","Poverty","Male","15-29",0
"Kerala",2012,"Causes","Property Dispute","Male","15-29",1
"Kerala",2012,"Causes","Divorce","Male","15-29",0
"Kerala",2012,"Causes","Cancer","Male","15-29",1
"Kerala",2012,"Causes","Death of Dear Person","Male","15-29",5
"Kerala",2012,"Causes","Cancellation/Non-Settlement of Marriage","Male","15-29",4
"Kerala",2012,"Causes","Illegitimate Pregnancy","Male","15-29",0
"Kerala",2012,"Causes","Illness (Aids/STD)","Male","15-29",0
"Kerala",2012,"Causes","Suspected/Illicit Relation","Male","15-29",0
"Kerala",2012,"Causes","Bankruptcy or Sudden change in Economic","Male","15-29",19
"Kerala",2012,"Causes","Physical Abuse (Rape/Incest Etc.)","Male","15-29",0
"Kerala",2012,"Causes","Professional/Career Problem","Male","15-29",6
"Kerala",2012,"Causes","Unemployment","Male","15-29",7
"Kerala",2012,"Causes","Paralysis","Male","15-29",1
"Kerala",2012,"Causes","Failure in Examination","Male","15-29",7
"Kerala",2012,"Causes","Causes Not known","Male","15-29",159
"Kerala",2012,"Causes","Fall in Social Reputation","Male","15-29",2
"Kerala",2012,"Causes","Love Affairs","Male","15-29",49
"Kerala",2012,"Causes","Drug Abuse/Addiction","Male","15-29",34
"Kerala",2012,"Causes","Causes Not known","Female","30-44",55
"Kerala",2012,"Causes","Fall in Social Reputation","Female","30-44",9
"Kerala",2012,"Causes","Other Prolonged Illness","Female","30-44",42
"Kerala",2012,"Causes","Death of Dear Person","Female","30-44",8
"Kerala",2012,"Causes","Paralysis","Female","30-44",4
"Kerala",2012,"Causes","Insanity/Mental Illness","Female","30-44",91
"Kerala",2012,"Causes","Not having Children(Barrenness/Impotency","Female","30-44",9
"Kerala",2012,"Causes","Other Causes (Please Specity)","Female","30-44",16
"Kerala",2012,"Causes","Poverty","Female","30-44",0
"Kerala",2012,"Causes","Bankruptcy or Sudden change in Economic","Female","30-44",7
"Kerala",2012,"Causes","Suspected/Illicit Relation","Female","30-44",2
"Kerala",2012,"Causes","Family Problems","Female","30-44",245
"Kerala",2012,"Causes","Unemployment","Female","30-44",2
"Kerala",2012,"Causes","Drug Abuse/Addiction","Female","30-44",0
"Kerala",2012,"Causes","Failure in Examination","Female","30-44",0
"Kerala",2012,"Causes","Illegitimate Pregnancy","Female","30-44",1
"Kerala",2012,"Causes","Dowry Dispute","Female","30-44",2
"Kerala",2012,"Causes","Divorce","Female","30-44",7
"Kerala",2012,"Causes","Property Dispute","Female","30-44",0
"Kerala",2012,"Causes","Illness (Aids/STD)","Female","30-44",0
"Kerala",2012,"Causes","Love Affairs","Female","30-44",4
"Kerala",2012,"Causes","Cancellation/Non-Settlement of Marriage","Female","30-44",6
"Kerala",2012,"Causes","Cancer","Female","30-44",8
"Kerala",2012,"Causes","Ideological Causes/Hero Worshipping","Female","30-44",0
"Kerala",2012,"Causes","Physical Abuse (Rape/Incest Etc.)","Female","30-44",8
"Kerala",2012,"Causes","Professional/Career Problem","Female","30-44",4
"Kerala",2012,"Causes","Failure in Examination","Male","30-44",1
"Kerala",2012,"Causes","Professional/Career Problem","Male","30-44",24
"Kerala",2012,"Causes","Causes Not known","Male","30-44",237
"Kerala",2012,"Causes","Paralysis","Male","30-44",12
"Kerala",2012,"Causes","Divorce","Male","30-44",5
"Kerala",2012,"Causes","Death of Dear Person","Male","30-44",16
"Kerala",2012,"Causes","Illegitimate Pregnancy","Male","30-44",0
"Kerala",2012,"Causes","Bankruptcy or Sudden change in Economic","Male","30-44",71
"Kerala",2012,"Causes","Physical Abuse (Rape/Incest Etc.)","Male","30-44",0
"Kerala",2012,"Causes","Unemployment","Male","30-44",10
"Kerala",2012,"Causes","Drug Abuse/Addiction","Male","30-44",83
"Kerala",2012,"Causes","Property Dispute","Male","30-44",20
"Kerala",2012,"Causes","Fall in Social Reputation","Male","30-44",14
"Kerala",2012,"Causes","Insanity/Mental Illness","Male","30-44",234
"Kerala",2012,"Causes","Not having Children(Barrenness/Impotency","Male","30-44",13
"Kerala",2012,"Causes","Family Problems","Male","30-44",967
"Kerala",2012,"Causes","Illness (Aids/STD)","Male","30-44",1
"Kerala",2012,"Causes","Suspected/Illicit Relation","Male","30-44",5
"Kerala",2012,"Causes","Cancellation/Non-Settlement of Marriage","Male","30-44",12
"Kerala",2012,"Causes","Ideological Causes/Hero Worshipping","Male","30-44",0
"Kerala",2012,"Causes","Poverty","Male","30-44",0
"Kerala",2012,"Causes","Cancer","Male","30-44",18
"Kerala",2012,"Causes","Other Prolonged Illness","Male","30-44",137
"Kerala",2012,"Causes","Other Causes (Please Specity)","Male","30-44",84
"Kerala",2012,"Causes","Dowry Dispute","Male","30-44",4
"Kerala",2012,"Causes","Love Affairs","Male","30-44",8
"Kerala",2012,"Causes","Fall in Social Reputation","Female","45-59",4
"Kerala",2012,"Causes","Illness (Aids/STD)","Female","45-59",0
"Kerala",2012,"Causes","Family Problems","Female","45-59",232
"Kerala",2012,"Causes","Drug Abuse/Addiction","Female","45-59",0
"Kerala",2012,"Causes","Suspected/Illicit Relation","Female","45-59",0
"Kerala",2012,"Causes","Cancellation/Non-Settlement of Marriage","Female","45-59",1
"Kerala",2012,"Causes","Illegitimate Pregnancy","Female","45-59",0
"Kerala",2012,"Causes","Love Affairs","Female","45-59",0
"Kerala",2012,"Causes","Death of Dear Person","Female","45-59",8
"Kerala",2012,"Causes","Physical Abuse (Rape/Incest Etc.)","Female","45-59",2
"Kerala",2012,"Causes","Divorce","Female","45-59",2
"Kerala",2012,"Causes","Cancer","Female","45-59",14
"Kerala",2012,"Causes","Professional/Career Problem","Female","45-59",5
"Kerala",2012,"Causes","Other Prolonged Illness","Female","45-59",59
"Kerala",2012,"Causes","Dowry Dispute","Female","45-59",0
"Kerala",2012,"Causes","Property Dispute","Female","45-59",0
"Kerala",2012,"Causes","Insanity/Mental Illness","Female","45-59",108
"Kerala",2012,"Causes","Failure in Examination","Female","45-59",0
"Kerala",2012,"Causes","Bankruptcy or Sudden change in Economic","Female","45-59",12
"Kerala",2012,"Causes","Other Causes (Please Specity)","Female","45-59",18
"Kerala",2012,"Causes","Not having Children(Barrenness/Impotency","Female","45-59",8
"Kerala",2012,"Causes","Poverty","Female","45-59",0
"Kerala",2012,"Causes","Causes Not known","Female","45-59",74
"Kerala",2012,"Causes","Unemployment","Female","45-59",2
"Kerala",2012,"Causes","Ideological Causes/Hero Worshipping","Female","45-59",0
"Kerala",2012,"Causes","Paralysis","Female","45-59",7
"Kerala",2012,"Causes","Cancellation/Non-Settlement of Marriage","Male","45-59",0
"Kerala",2012,"Causes","Ideological Causes/Hero Worshipping","Male","45-59",0
"Kerala",2012,"Causes","Fall in Social Reputation","Male","45-59",17
